epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
130,1532.5,0.72597,0.86821,0.50331,0.95506,0.9337,0.85409,0.91086,0.63124,0.92203,0.84342,0.90855,0.62681,1.05321,1.36262,0.655,1.24695,0.0007229,0.0007229,0.0007229
131,1544.43,0.69223,0.82578,0.48594,0.94754,0.91266,0.84698,0.91034,0.63602,0.9048,0.85053,0.90789,0.62638,1.04921,1.41319,0.66872,1.22811,0.000713,0.000713,0.000713
132,1556.14,0.70649,0.86536,0.48807,0.94866,0.93692,0.81139,0.89758,0.64078,0.92683,0.81138,0.90069,0.61182,1.03174,1.47784,0.65397,1.2654,0.0007031,0.0007031,0.0007031
133,1567.97,0.70496,0.83749,0.47701,0.94248,0.96754,0.84863,0.91536,0.65183,0.95531,0.83686,0.91794,0.62761,1.0401,1.42564,0.63237,1.24547,0.0006932,0.0006932,0.0006932
134,1579.75,0.69367,0.85638,0.48533,0.94201,0.911,0.83786,0.90026,0.64724,0.91869,0.84441,0.91024,0.62518,1.01582,1.41287,0.64793,1.22745,0.0006833,0.0006833,0.0006833
135,1592.01,0.71113,0.86993,0.49714,0.95386,0.9228,0.8363,0.9085,0.64051,0.91352,0.82562,0.90086,0.62718,1.03759,1.40928,0.65137,1.23238,0.0006734,0.0006734,0.0006734
136,1603.71,0.70746,0.8711,0.48738,0.94678,0.90929,0.83986,0.91154,0.64042,0.90929,0.83986,0.91397,0.62164,1.02837,1.39793,0.64758,1.2275,0.0006635,0.0006635,0.0006635
137,1615.64,0.69498,0.8858,0.48841,0.94144,0.96635,0.81768,0.90674,0.6443,0.95016,0.81418,0.91094,0.62407,1.0364,1.36163,0.64954,1.22598,0.0006536,0.0006536,0.0006536
138,1627.43,0.71632,0.86169,0.48766,0.94218,0.92151,0.82918,0.89997,0.63079,0.90977,0.8253,0.89312,0.6124,1.07989,1.44223,0.67748,1.25625,0.0006437,0.0006437,0.0006437
139,1639.25,0.72355,0.86513,0.4896,0.9528,0.91559,0.8492,0.90948,0.62921,0.91559,0.8492,0.90478,0.61243,1.07989,1.5024,0.63737,1.26901,0.0006338,0.0006338,0.0006338
140,1651.06,0.69577,0.82962,0.47387,0.94827,0.9462,0.85409,0.91559,0.64551,0.92649,0.8363,0.90091,0.62737,1.03295,1.41317,0.66648,1.23951,0.0006239,0.0006239,0.0006239
141,1662.95,0.70243,0.8688,0.49824,0.94246,0.89128,0.87526,0.90459,0.65366,0.89498,0.87952,0.91306,0.64133,1.0047,1.35251,0.65669,1.19464,0.000614,0.000614,0.000614
142,1674.75,0.68252,0.85078,0.46882,0.9355,0.92909,0.83934,0.90411,0.65797,0.93111,0.81139,0.90408,0.62883,1.00946,1.39752,0.64595,1.21815,0.0006041,0.0006041,0.0006041
143,1686.45,0.67983,0.81575,0.47068,0.93813,0.92627,0.85053,0.90967,0.65925,0.92239,0.84698,0.91143,0.63815,0.99659,1.41086,0.64169,1.20046,0.0005942,0.0005942,0.0005942
144,1698.42,0.69892,0.85805,0.48846,0.94597,0.95298,0.8363,0.90662,0.65481,0.94487,0.82918,0.91198,0.6288,0.99427,1.44811,0.64386,1.20742,0.0005843,0.0005843,0.0005843
145,1710.2,0.66,0.80744,0.45304,0.92982,0.91265,0.86477,0.89756,0.66077,0.90889,0.86121,0.90159,0.63574,0.99293,1.44466,0.66016,1.21456,0.0005744,0.0005744,0.0005744
146,1722.05,0.65446,0.7814,0.45382,0.92351,0.92501,0.85053,0.90527,0.65712,0.92114,0.84698,0.90811,0.63339,0.98808,1.44705,0.65518,1.20625,0.0005645,0.0005645,0.0005645
147,1733.97,0.65437,0.79396,0.46066,0.92899,0.92803,0.85765,0.90321,0.64781,0.92418,0.85409,0.90405,0.63173,1.02144,1.44347,0.64812,1.22343,0.0005546,0.0005546,0.0005546
148,1746.07,0.66624,0.82884,0.46718,0.93221,0.93313,0.84418,0.9072,0.64166,0.93313,0.84418,0.89891,0.61474,1.03102,1.5004,0.63867,1.24752,0.0005447,0.0005447,0.0005447
149,1757.84,0.67954,0.82743,0.47693,0.93138,0.92369,0.84698,0.89267,0.64144,0.93112,0.86587,0.90424,0.61281,1.00117,1.53861,0.66501,1.20551,0.0005348,0.0005348,0.0005348
150,1769.64,0.67731,0.84088,0.46881,0.9273,0.95867,0.8255,0.91007,0.64284,0.96165,0.82206,0.90609,0.62479,0.99334,1.43098,0.65409,1.2139,0.0005249,0.0005249,0.0005249
151,1781.6,0.66262,0.7956,0.44666,0.92921,0.92241,0.87544,0.91742,0.65273,0.91093,0.86477,0.91587,0.63773,1.00961,1.4322,0.61328,1.23267,0.000515,0.000515,0.000515
152,1793.37,0.65601,0.78903,0.45526,0.92223,0.91735,0.86893,0.90666,0.66221,0.9483,0.84852,0.91394,0.63716,0.99735,1.39777,0.61427,1.22858,0.0005051,0.0005051,0.0005051
153,1805.2,0.66735,0.82228,0.4585,0.93854,0.93736,0.85202,0.91066,0.65884,0.94127,0.85558,0.91079,0.64508,1.00866,1.38424,0.63873,1.21608,0.0004952,0.0004952,0.0004952
154,1816.95,0.64585,0.80991,0.45174,0.92663,0.96228,0.81715,0.90285,0.65722,0.91194,0.86121,0.90111,0.63904,0.96791,1.36202,0.64893,1.18383,0.0004853,0.0004853,0.0004853
155,1828.81,0.65131,0.82677,0.45226,0.9261,0.94438,0.85765,0.91136,0.65584,0.92875,0.86121,0.90928,0.63352,0.98075,1.39933,0.62451,1.22008,0.0004754,0.0004754,0.0004754
156,1840.57,0.65455,0.78801,0.45903,0.92601,0.94894,0.85975,0.90816,0.66082,0.94108,0.85263,0.90442,0.63474,0.97313,1.41121,0.62394,1.21768,0.0004655,0.0004655,0.0004655
157,1852.38,0.64928,0.78097,0.45021,0.93106,0.92004,0.85986,0.90906,0.64788,0.90864,0.84946,0.89896,0.62625,1.00187,1.45616,0.64999,1.22965,0.0004556,0.0004556,0.0004556
158,1864.25,0.64362,0.80135,0.44636,0.92981,0.96072,0.83274,0.9118,0.65584,0.90435,0.87544,0.91068,0.63531,0.9855,1.36615,0.61414,1.21131,0.0004457,0.0004457,0.0004457
159,1876.08,0.63816,0.78578,0.45098,0.91735,0.9495,0.83274,0.89063,0.6359,0.92677,0.85053,0.89322,0.61653,1.00184,1.42962,0.66561,1.23698,0.0004358,0.0004358,0.0004358
160,1887.89,0.63895,0.79126,0.4502,0.91999,0.95171,0.84168,0.90078,0.65263,0.95171,0.84168,0.90028,0.63188,0.97338,1.40985,0.65047,1.20698,0.0004259,0.0004259,0.0004259
161,1899.62,0.6398,0.8092,0.44604,0.92938,0.96562,0.83274,0.89991,0.65736,0.95737,0.82562,0.89763,0.62935,0.96208,1.45206,0.62761,1.21101,0.000416,0.000416,0.000416
162,1911.6,0.62622,0.79259,0.44034,0.92535,0.93685,0.84342,0.8906,0.65252,0.93235,0.83986,0.8944,0.62966,0.97691,1.45902,0.65488,1.22204,0.0004061,0.0004061,0.0004061
163,1923.27,0.65524,0.79294,0.45718,0.93129,0.92689,0.84698,0.89782,0.65293,0.93299,0.84698,0.89685,0.63397,0.96731,1.38606,0.64331,1.20253,0.0003962,0.0003962,0.0003962
164,1935.02,0.64828,0.8502,0.44167,0.92641,0.91344,0.86121,0.89792,0.66491,0.91721,0.86477,0.89932,0.62566,0.95536,1.42493,0.62049,1.20195,0.0003863,0.0003863,0.0003863
165,1946.93,0.64608,0.78751,0.45065,0.92853,0.93098,0.83986,0.90794,0.6806,0.93512,0.84342,0.90888,0.6441,0.93372,1.4266,0.60938,1.17005,0.0003764,0.0003764,0.0003764
166,1958.91,0.6263,0.78989,0.43961,0.92359,0.96214,0.83274,0.90941,0.67221,0.96214,0.83274,0.91009,0.65707,0.96026,1.39331,0.62768,1.19342,0.0003665,0.0003665,0.0003665
167,1970.83,0.60719,0.76073,0.43192,0.92247,0.9381,0.86285,0.91279,0.67414,0.95033,0.8363,0.90528,0.65178,0.9604,1.35871,0.61062,1.20249,0.0003566,0.0003566,0.0003566
168,1982.67,0.61981,0.79054,0.43018,0.91449,0.96582,0.83986,0.91413,0.66824,0.91123,0.86477,0.90515,0.64605,0.98006,1.45028,0.62649,1.22533,0.0003467,0.0003467,0.0003467
169,1994.5,0.62008,0.78944,0.42871,0.92013,0.9265,0.879,0.90695,0.66076,0.95072,0.84698,0.90513,0.6413,0.96461,1.45837,0.61277,1.21128,0.0003368,0.0003368,0.0003368
170,2006.34,0.62675,0.77105,0.43093,0.91575,0.93169,0.87362,0.91346,0.67703,0.92409,0.8665,0.90977,0.64988,0.95092,1.38874,0.61472,1.19715,0.0003269,0.0003269,0.0003269
171,2018.12,0.63926,0.77682,0.44642,0.92556,0.9405,0.85409,0.90723,0.66333,0.94157,0.86019,0.90701,0.64941,0.98278,1.41007,0.62631,1.20733,0.000317,0.000317,0.000317
172,2029.86,0.61978,0.73892,0.42531,0.9142,0.93796,0.86091,0.90674,0.65707,0.93409,0.85735,0.90724,0.63172,0.98326,1.42715,0.60908,1.21685,0.0003071,0.0003071,0.0003071
173,2041.81,0.63619,0.77312,0.43465,0.92921,0.95204,0.84779,0.90947,0.66089,0.94009,0.83757,0.90182,0.63801,0.9733,1.41399,0.61614,1.19914,0.0002972,0.0002972,0.0002972
174,2053.63,0.62895,0.78602,0.44301,0.91777,0.95917,0.8361,0.90542,0.66316,0.936,0.84342,0.89643,0.63921,0.95531,1.4006,0.60762,1.19479,0.0002873,0.0002873,0.0002873
175,2065.52,0.60607,0.75609,0.4304,0.91388,0.96247,0.86121,0.91344,0.67405,0.96644,0.86477,0.91997,0.64421,0.95143,1.38154,0.59748,1.19767,0.0002774,0.0002774,0.0002774
176,2077.31,0.5897,0.74813,0.41543,0.91084,0.94185,0.86463,0.90989,0.67533,0.9341,0.85751,0.90184,0.63804,0.95058,1.39391,0.62384,1.193,0.0002675,0.0002675,0.0002675
177,2089.24,0.59978,0.7478,0.41191,0.91422,0.9456,0.86477,0.9177,0.67927,0.93782,0.85765,0.90709,0.64962,0.93968,1.39612,0.60867,1.19273,0.0002576,0.0002576,0.0002576
178,2101.08,0.58742,0.75347,0.40991,0.91596,0.97096,0.8328,0.91285,0.67522,0.93569,0.85053,0.90698,0.63866,0.94269,1.45712,0.62081,1.19578,0.0002477,0.0002477,0.0002477
179,2112.99,0.60057,0.77445,0.42212,0.91592,0.93777,0.86833,0.91668,0.67331,0.95288,0.86356,0.91874,0.65352,0.94466,1.40019,0.59711,1.17847,0.0002378,0.0002378,0.0002378
180,2124.84,0.59453,0.74778,0.41226,0.90363,0.92932,0.87544,0.91466,0.68034,0.92176,0.86833,0.91168,0.64529,0.93319,1.43385,0.59707,1.17764,0.0002279,0.0002279,0.0002279
181,2136.66,0.58952,0.7363,0.4145,0.90869,0.94899,0.86077,0.91105,0.6768,0.95291,0.86421,0.91482,0.64902,0.96704,1.45528,0.61714,1.20531,0.000218,0.000218,0.000218
182,2148.39,0.59123,0.7388,0.40454,0.91356,0.95532,0.84698,0.9089,0.67502,0.95051,0.84342,0.91279,0.64689,0.94712,1.43522,0.59195,1.19239,0.0002081,0.0002081,0.0002081
183,2160.33,0.58833,0.7601,0.40882,0.90634,0.95683,0.85053,0.90852,0.67171,0.95683,0.85053,0.91094,0.64287,0.96099,1.45886,0.62209,1.2066,0.0001982,0.0001982,0.0001982
184,2172,0.57677,0.74274,0.4036,0.90063,0.9439,0.83824,0.90192,0.6643,0.92555,0.84055,0.90371,0.63177,0.94613,1.40231,0.60962,1.19573,0.0001883,0.0001883,0.0001883
185,2183.8,0.59621,0.72802,0.41896,0.90635,0.93475,0.85765,0.90392,0.67605,0.927,0.85053,0.90607,0.63898,0.93968,1.41466,0.61522,1.20304,0.0001784,0.0001784,0.0001784
186,2195.69,0.6005,0.76285,0.42732,0.91105,0.93799,0.86137,0.91172,0.67452,0.93799,0.86137,0.91553,0.63997,0.94228,1.4162,0.62035,1.19852,0.0001685,0.0001685,0.0001685
187,2207.39,0.59557,0.71333,0.40314,0.91186,0.90694,0.8671,0.90517,0.67408,0.90694,0.8671,0.91065,0.63915,0.95585,1.42925,0.62507,1.21692,0.0001586,0.0001586,0.0001586
188,2219.18,0.57543,0.73439,0.40161,0.90158,0.91361,0.86833,0.90236,0.6731,0.91445,0.87189,0.9109,0.63986,0.95482,1.4298,0.62031,1.20593,0.0001487,0.0001487,0.0001487
189,2230.91,0.56207,0.7117,0.39866,0.90001,0.94799,0.85409,0.91039,0.67285,0.94799,0.85409,0.91269,0.64124,0.96268,1.42495,0.61425,1.20514,0.0001388,0.0001388,0.0001388
190,2242.71,0.60772,0.74714,0.41864,0.91646,0.9238,0.86282,0.9015,0.6717,0.91998,0.85926,0.90343,0.64394,0.96273,1.44239,0.61913,1.2166,0.0001289,0.0001289,0.0001289
191,2256.3,0.59092,0.77197,0.41034,0.92412,0.96083,0.84698,0.90789,0.66859,0.92637,0.85071,0.90067,0.63547,0.93456,1.41879,0.60987,1.19336,0.000119,0.000119,0.000119
192,2267.87,0.54969,0.69543,0.38606,0.89366,0.96299,0.83331,0.8986,0.66015,0.95069,0.82326,0.8963,0.63277,0.95392,1.44349,0.62506,1.21332,0.0001091,0.0001091,0.0001091
193,2279.45,0.53178,0.65451,0.37561,0.89438,0.95317,0.83986,0.90519,0.67433,0.94105,0.82918,0.90239,0.64043,0.94252,1.37843,0.63428,1.20572,9.92e-05,9.92e-05,9.92e-05
194,2291.17,0.51846,0.6586,0.35997,0.87951,0.95139,0.83579,0.90717,0.67917,0.92384,0.83986,0.9017,0.63979,0.93789,1.38596,0.63476,1.20002,8.93e-05,8.93e-05,8.93e-05
195,2302.68,0.52975,0.6799,0.36799,0.89633,0.93627,0.83647,0.90297,0.68004,0.91427,0.83497,0.90027,0.6394,0.94322,1.40136,0.65105,1.20445,7.94e-05,7.94e-05,7.94e-05
196,2314.16,0.50036,0.65236,0.35732,0.88406,0.95095,0.82801,0.90351,0.68469,0.91134,0.83986,0.89887,0.63989,0.94573,1.40119,0.65001,1.21187,6.95e-05,6.95e-05,6.95e-05
197,2325.85,0.50724,0.67292,0.35982,0.89039,0.95957,0.83274,0.90521,0.68057,0.95494,0.82964,0.90757,0.64913,0.93542,1.39044,0.62864,1.20578,5.96e-05,5.96e-05,5.96e-05
198,2337.38,0.51237,0.65079,0.36463,0.87915,0.94374,0.83573,0.90326,0.68492,0.9357,0.82862,0.9043,0.64856,0.93698,1.39931,0.62232,1.20788,4.97e-05,4.97e-05,4.97e-05
199,2348.73,0.50632,0.68564,0.3589,0.88353,0.94903,0.82918,0.90133,0.68668,0.94496,0.82562,0.90398,0.64559,0.9341,1.40709,0.62051,1.21278,3.98e-05,3.98e-05,3.98e-05
200,2360.05,0.51669,0.64841,0.36147,0.88442,0.94965,0.82918,0.90067,0.68423,0.9415,0.82206,0.90266,0.64817,0.92978,1.40788,0.62274,1.212,2.99e-05,2.99e-05,2.99e-05
